File,LOC,Coverage
hzgraphics\loggraphics\lgcore\imagemodule\lgcustomproperty.cpp,278,5.035971
hzgraphics\loggraphics\lgcore\imagemodule\lgbinormalization.cpp,135,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticgaussian.cpp,63,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstdcolormap.cpp,234,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticlogarithmic.cpp,62,0
hzgraphics\loggraphics\lgcore\imagemodule\lgfilterlist.cpp,143,0
hzgraphics\loggraphics\lgcore\imagemodule\lgcustomnormalization.cpp,66,0
hzgraphics\loggraphics\lgcore\imagemodule\lgdynamichistogram.cpp,50,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstdcolormap.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticlinear.cpp,62,0
hzgraphics\loggraphics\lgcore\imagemodule\lgdynamicgaussian.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgcustomproperty.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgdynamichistogram.h,2,0
hzgraphics\loggraphics\lgcore\include\absentimpl.h,2,100
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticgaussian.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\imhelper.cpp,65,0
hzgraphics\loggraphics\lgcore\imagemodule\lgdynamicgaussian.cpp,50,0
hzgraphics\loggraphics\lgcore\imagemodule\lgbinormalization.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstatichistogram.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\imhelper.h,4,0
hzgraphics\loggraphics\lgcore\imagemodule\lgfilterlist.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgcustomnormalization.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgexplicitnormalization.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticlogarithmic.h,2,0
hzgraphics\loggraphics\lgcore\imagemodule\lgstaticlinear.h,2,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\ichannelvalueprocessor.cs,16,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\mainform.cs,859,0.1164144
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\staticsetform.cs,434,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\dlisnode.cs,19,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\dlissetnode.cs,302,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\commandsupport.cs,121,65.28925
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\interpolatemanager.cs,91,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\interpolatexmlcreator.cs,21,100
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\tristatetreeview.cs,81,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\util.cs,131,20.61069
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\anpverificationform.cs,250,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\framedataform.cs,36,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\editeddatavalidation.cs,105,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\mainform.designer.cs,451,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\program.cs,11,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\interpolatehelper.cs,8,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\aboutform.cs,3,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\dlisframenode.cs,336,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\framechannelmapper.cs,105,81.90476
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\argumentwrapper.cs,23,86.95652
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\framedataform.designer.cs,50,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\aboutform.designer.cs,22,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\staticsetform.designer.cs,112,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\anpverificationform.designer.cs,41,0
d:\tfs\maxwell\7.x\7.x.release\hzfwkutils\tools\dliseditor\dlisstaticsetchannelnode.cs,3,66.66666
hzfwkutils\tools\dliscompare\dliscompareimpl\comvariantcompare.cpp,174,58.62069
hzfwkutils\tools\dliscompare\dliscompareimpl\dllmain.h,2,50
hzfwkutils\tools\dliscompare\dliscompareimpl\dliscomparemethod.cpp,783,80.20435
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisfileinfo.cpp,22,77.27273
hzfwkutils\tools\dliscompare\dliscompareimpl\nativedliscomparemethod.cpp,148,0
hzfwkutils\tools\dliscompare\dliscompareimpl\diffchannelinfo.cpp,52,0
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisparameterproperty.cpp,71,90.14085
hzfwkutils\tools\dliscompare\dliscompareimpl\dlischannelinfo.cpp,41,65.85366
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisattributevalue.cpp,41,87.80488
hzfwkutils\tools\dliscompare\dliscompareimpl\iordermultiinstance.cpp,4,50
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisobname.cpp,18,66.66666
hzfwkutils\tools\dliscompare\dliscompareimpl\convertdliscompare.cpp,42,66.66666
hzfwkutils\tools\dliscompare\dliscompareimpl\convertdliscompare.h,9,88.88889
hzfwkutils\tools\dliscompare\dliscompareimpl\dliscompareimpl.cpp,27,11.11111
hzfwkutils\tools\dliscompare\dliscompareimpl\dlissetinfo.cpp,41,87.80488
hzfwkutils\tools\dliscompare\dliscompareimpl\dlischannelproperty.cpp,58,82.75862
hzfwkutils\tools\dliscompare\dliscompareimpl\comvariantcompare.h,86,80.23256
hzfwkutils\tools\dliscompare\dliscompareimpl\threadparameter.cpp,40,62.5
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisobjectinfo.cpp,186,51.07527
hzfwkutils\tools\dliscompare\dliscompareimpl\dllmain.cpp,4,100
hzfwkutils\tools\dliscompare\dliscompareimpl\nativedliscompare.h,9,0
hzfwkutils\tools\dliscompare\dliscompareimpl\dlisattributeinfo.cpp,93,81.72043
hzfwkutils\tools\dliscompare\dliscompareimpl\nativedliscompare.cpp,42,0
hzfwkutils\tools\dliscompare\dliscompareimpl\logwriter.cpp,33,81.81818
hzfwkutils\tools\dliscompare\dliscompareimpl\diffchannelinfocollector.cpp,59,47.45763
hzfwkutils\tools\dliscompare\dliscompareimpl\dliscopyno.cpp,17,82.35294
hzfwkutils\tools\dliscompare\dliscomparer\basicdlisdata.cs,574,57.6655
hzfwkutils\tools\dliscompare\dliscomparer\output.cs,172,2.325581
hzfwkutils\tools\dliscompare\dliscomparer\util.cs,287,36.58537
hzfwkutils\tools\dliscompare\dliscomparer\dliscompare.cs,165,55.75758
hzfwkutils\tools\dliscompare\dliscomparer\dlisinfo.cs,396,53.53535
hzfwkutils\tools\dliscompare\dliscomparer\dlisdatacompareservice.cs,431,0.6960557
hzfwkutils\tools\dliscompare\dliscomparer\log.cs,85,23.52941
hzfwkutils\tools\dliscompare\dliscomparer\dlisobjectmap.cs,72,0
hzfwkutils\tools\dliscompare\dliscomparer\checkpointsinfo.cs,191,2.094241
hzfwkutils\tools\dliscompare\dliscomparer\nativedlisdata.cs,59,0
hzfwkutils\tools\dliscompare\dliscomparer\converteddlisdata.cs,3,100
hzfwkutils\tools\dliscompare\dliscomparemainui\mainform.cs,1295,0
hzfwkutils\tools\dliscompare\dliscomparemainui\consoleapp.cs,109,29.3578
hzfwkutils\tools\dliscompare\dliscomparemainui\dlistest.cs,19,52.63158
hzfwkutils\tools\dliscompare\dliscomparemainui\settings.cs,4,0
hzfwkutils\tools\dliscompare\dliscomparemainui\properties\settings.designer.cs,2,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\model.cs,87,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\lapinfo.cs,39,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\frmmain.cs,169,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\listviewwrapper.cs,35,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\listviewsorter.cs,26,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\program.cs,4,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\timelapsefolder.cs,22,86.36364
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\listviewitemwrapper.cs,4,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\properties\settings.designer.cs,2,0
hzautotest\digitaldeliverablestestframework\dnmtimelapsedlisgenerator\frmmain.designer.cs,210,0
hzgraphics\waveformviewer\wvcore\visualcomponenttable.cs,29,0
hzgraphics\waveformviewer\wvgraphics\griddecorator.cs,384,0
hzgraphics\waveformviewer\wvcore\waveformviewerform.cs,1195,0
hzgraphics\waveformviewer\wvgraphics\abstracthandlectrl.cs,240,0
hzgraphics\waveformviewer\wvcore\wvxmldocument.cs,131,0
hzgraphics\waveformviewer\wvcore\waveformviewinfocontroller.cs,2940,0
hzgraphics\waveformviewer\wvcore\drawablewavefieldregion.cs,22,0
hzgraphics\waveformviewer\wvgraphics\wavefieldcollectionbody.cs,96,0
hzgraphics\waveformviewer\wvcore\waveformoptiondecorator.cs,152,0
hzgraphics\waveformviewer\wvgraphics\visualcomponentimpl.cs,121,0
hzgraphics\waveformviewer\wvcore\wvensembleinfocontroller.cs,207,0
hzgraphics\waveformviewer\wvgraphics\waveformbody.cs,333,0
hzgraphics\waveformviewer\wvcore\waveformviewerformfacade.cs,665,0
hzgraphics\waveformviewer\wvcore\layoutselectionmenufilterhelper.cs,158,0
hzgraphics\waveformviewer\wvgraphics\dotnetcanvas.cs,517,0
hzgraphics\waveformviewer\wvcore\wvmenuitem.cs,32,0
hzgraphics\waveformviewer\wvgraphics\abstractcanvas.cs,334,0
hzgraphics\waveformviewer\wvcore\wv_tmbase.cs,313,4.472844
hzgraphics\waveformviewer\wvgraphics\scalingctrllistener.cs,10,0
hzgraphics\waveformviewer\wvgraphics\horizontalscalingctrllistener.cs,4,0
hzgraphics\waveformviewer\wvgraphics\verticalscalingctrllistener.cs,4,0
hzgraphics\waveformviewer\wvgraphics\abstracthandle.cs,113,0
hzgraphics\waveformviewer\wvcore\drawtextstrategy.cs,130,0
hzgraphics\waveformviewer\wvgraphics\ampscaledecorator.cs,75,0
hzgraphics\waveformviewer\wvgraphics\verticalscalingdecorator.cs,26,0
hzgraphics\waveformviewer\wvcore\legendinfo.cs,26,0
hzgraphics\waveformviewer\wvgraphics\dotnetscalingctrlimpl.cs,101,0
hzgraphics\waveformviewer\wvcore\legendinfoformcontainer.cs,14,0
hzgraphics\waveformviewer\wvgraphics\dotnetwndbase.cs,419,0
hzgraphics\waveformviewer\wvcore\wvparamdef.cs,15,0
hzgraphics\waveformviewer\wvcore\layoutselectionmenufilter.cs,10,0
hzgraphics\waveformviewer\wvgraphics\graphicsrect.cs,88,0
hzgraphics\waveformviewer\wvcore\drawablewaveform.cs,112,0
hzgraphics\waveformviewer\wvgraphics\dotnetoptionboxctrlimpl.cs,89,0
hzgraphics\waveformviewer\wvcore\abstractdrawstrategy.cs,18,0
hzgraphics\waveformviewer\wvcore\wavefieldregionoptiondecorator.cs,42,0
hzgraphics\waveformviewer\wvcore\wavefieldoptiondecorator.cs,42,0
hzgraphics\waveformviewer\wvgraphics\rulerdecorator.cs,100,0
hzgraphics\waveformviewer\wvcore\drawablelegend.cs,11,0
hzgraphics\waveformviewer\wvcore\waveformview.cs,17,0
hzgraphics\waveformviewer\wvcore\handlecontroldecorator.cs,236,0
hzgraphics\waveformviewer\wvcore\drawablearea.cs,54,0
hzgraphics\waveformviewer\wvgraphics\scalingdecorator.cs,32,0
hzgraphics\waveformviewer\wvcore\legenddecorator.cs,217,0
hzgraphics\waveformviewer\wvgraphics\dotnetsimpletooltip.cs,28,0
hzgraphics\waveformviewer\wvgraphics\abstractvisualcomponent.cs,28,0
hzgraphics\waveformviewer\wvcore\graphicsarea.cs,14,85.71429
hzgraphics\waveformviewer\wvgraphics\graphicssize.cs,30,0
hzgraphics\waveformviewer\wvgraphics\dotnetverticalscalingctrlimpl.cs,168,0
hzgraphics\waveformviewer\wvgraphics\dotnetsliderctrlimpl.cs,170,0
hzgraphics\waveformviewer\wvcore\handlecontrollistner.cs,54,0
hzgraphics\waveformviewer\wvcore\drawablemoveablemarker.cs,26,0
hzgraphics\waveformviewer\wvgraphics\horizontalscalingdecorator.cs,84,0
hzgraphics\waveformviewer\wvgraphics\graphicscolor.cs,26,0
hzgraphics\waveformviewer\wvgraphics\graphicspoint.cs,34,0
hzgraphics\waveformviewer\wvgraphics\common.cs,12,0
hzgraphics\waveformviewer\wvcore\drawareastrategy.cs,67,0
hzgraphics\waveformviewer\wvcore\drawcirclestrategy.cs,59,0
hzgraphics\waveformviewer\wvgraphics\dotmarker.cs,26,0
hzgraphics\waveformviewer\wvgraphics\visualcomponentidgenerator.cs,18,0
hzgraphics\waveformviewer\wvcore\visualcomponentdataattribute.cs,12,41.66667
hzgraphics\waveformviewer\wvgraphics\dotnethelper.cs,39,0
hzgraphics\waveformviewer\wvcore\waveforminfo.cs,7,0
hzgraphics\waveformviewer\wvgraphics\linemarker.cs,18,0
hzgraphics\waveformviewer\wvgraphics\separatordecorator.cs,29,0
hzgraphics\waveformviewer\wvcore\drawpolylinestrategy.cs,33,0
hzgraphics\waveformviewer\wvcore\drawlinemarkerstrategy.cs,54,0
hzgraphics\waveformviewer\wvcore\visualcomponentdata.cs,44,22.72727
hzgraphics\waveformviewer\wvgraphics\abstractwavefielddecorator.cs,6,0
hzgraphics\waveformviewer\wvgraphics\wavefieldbody.cs,48,0
hzgraphics\waveformviewer\wvgraphics\dotnethandle.cs,202,0
hzgraphics\waveformviewer\wvcore\drawablelinemarker.cs,31,0
hzgraphics\waveformviewer\wvcore\visualcomponentdatacontroller.cs,130,0
hzgraphics\waveformviewer\wvgraphics\dotnetcontrolfactory.cs,9,0
hzgraphics\waveformviewer\wvgraphics\dotnetwndhandlectrlimpl.cs,63,0
hzgraphics\waveformviewer\wvcore\drawablewavefield.cs,20,0
hzgraphics\waveformviewer\wvcore\legendinfofieldcontainer.cs,20,0
hzgraphics\waveformviewer\wvgraphics\wndhandlectrl.cs,4,0
hzgraphics\waveformviewer\wvgraphics\dotnetscalingcontrol.cs,5,0
hzgraphics\waveformviewer\wvgraphics\dotnetoptionboxcontrol.cs,8,0
hzgraphics\waveformviewer\wvgraphics\dotnethorizontalscalingctrlimpl.cs,168,0
hzgraphics\waveformviewer\wvcore\drawabletext.cs,36,0
hzgraphics\waveformviewer\wvgraphics\handlevisualcomponent.cs,8,0
hzgraphics\waveformviewer\wvcore\waveformdata.cs,14,35.71429
hzgraphics\waveformviewer\wvgraphics\abstractscalingctrl.cs,22,0
hzgraphics\waveformviewer\wvgraphics\abstractoptionboxctrl.cs,17,0
hzgraphics\waveformviewer\wvcore\keepviewinfomanager.cs,18,0
hzgraphics\waveformviewer\wvgraphics\abstractwaveformcomponent.cs,4,0
hzgraphics\waveformviewer\wvgraphics\graphicsfont.cs,6,0
hzgraphics\waveformviewer\wvgraphics\abstractwaveformdecorator.cs,6,0
hzgraphics\waveformviewer\wvgraphics\titledecorator.cs,33,0
hzgraphics\waveformviewer\wvgraphics\abstractwavefieldcollectioncomponent.cs,4,0
hzgraphics\waveformviewer\wvcore\drawablebase.cs,66,0
hzgraphics\waveformviewer\wvgraphics\graphicsline.cs,3,0
hzgraphics\waveformviewer\wvgraphics\wavefieldlabeldecorator.cs,48,0
hzgraphics\waveformviewer\wvgraphics\dotnetnwhandlectrlimpl.cs,41,0
hzgraphics\waveformviewer\wvgraphics\polylinehelper.cs,192,0
hzgraphics\waveformviewer\wvcore\drawablecircle.cs,22,0
hzgraphics\waveformviewer\wvcore\wvmenuitemstatus.cs,11,0
hzgraphics\waveformviewer\wvgraphics\abstractwavefieldcollectiondecorator.cs,6,0
hzgraphics\waveformviewer\wvgraphics\dotnetslidercontrol.cs,10,0
hzgraphics\waveformviewer\wvgraphics\nwhandlectrl.cs,52,0
hzgraphics\waveformviewer\wvcore\drawablepolyline.cs,27,0
hzgraphics\waveformviewer\wvgraphics\labeldecorator.cs,48,0
hzgraphics\waveformviewer\wvgraphics\dotnethandlecontrol.cs,5,0
hzgraphics\waveformviewer\wvgraphics\ampscalelistener.cs,9,0
hzgraphics\waveformviewer\wvgraphics\abstractsliderctrl.cs,23,0
hzgraphics\waveformviewer\wvcore\viewinformation.cs,6,0
hzgraphics\waveformviewer\wvgraphics\abstractcontrolfactory.cs,5,0
hzgraphics\waveformviewer\wvgraphics\abstracteventpublisher.cs,11,0
hzgraphics\waveformviewer\wvcore\wvapplyparametervalueseventargs.cs,25,0
hzgraphics\waveformviewer\wvgraphics\verticaltitledecorator.cs,33,0
hzgraphics\waveformviewer\wvcore\wlddatabindinginfo.cs,8,50
hzgraphics\waveformviewer\wvcore\tfmdatabindinginfo.cs,8,0
hzgraphics\waveformviewer\wvcore\drawmoveablemarkerstrategy.cs,54,0
hzgraphics\waveformviewer\wvcore\wfeventargs.cs,3,0
hzgraphics\waveformviewer\wvcore\wvauxiliaryinfo.cs,8,75
hzgraphics\waveformviewer\wvcore\waveformcolorinfo.cs,4,0
hzgraphics\waveformviewer\wvgraphics\abstractwavefieldcomponent.cs,4,0
hzgraphics\waveformviewer\wvcore\panelviewtemplatebuilder.cs,38,0
hzgraphics\waveformviewer\wvcore\indexchecker.cs,8,0
hzgraphics\waveformviewer\wvgraphics\helper.cs,19,0
hzapi\rigtimezoneutility\rigtimezone\rigtimezone.cs,56,7.142857
hzapplications\common\waveformviewer\wldwrapper\include\lgwrappers.cpp,2576,0
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\lgdatafinder.cpp,620,3.548387
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\lgfilterlist.cpp,143,5.594406
hzapplications\common\waveformviewer\wldwrapper\include\lgwrappers.h,661,0
_out\include\dsclock.h,17,0
_out\include\dsc_doc_tokens.h,13,100
hzapplications\common\waveformviewer\wldwrapper\include\lgpropertychangedeventsink.h,2,0
hzapplications\common\waveformviewer\wldwrapper\include\lgpropertychangedeventsink.cpp,40,65
hzapplications\common\waveformviewer\wldwrapper\include\absentimpl.h,18,11.11111
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\lgdatafinder.h,3,0
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\imhelper.cpp,65,0
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\lgfilterlist.h,6,0
hzapplications\common\waveformviewer\wldwrapper\wldwrapper\imhelper.h,4,0
hzapplications\sonic\sonic_waveformvierwer\sonic_tmbase.cs,716,2.234637
hzapplications\mast\mast_waveformviewer\mast_panelcontrolmodule.cs,187,0
hzapplications\mast\mast_waveformviewer\mast_tm.cs,746,12.73458
hzapplications\mast\mast_waveformviewer\mastwaveformutility.cs,125,26.4
hzapplications\mast\mast_waveformviewer\dataaccess.cs,68,47.05882
hzapplications\mast\mast_waveformviewer\mast_wvconsts.cs,71,100
_out\include\slbunits.h,1269,100
hzapplications\dvdxt200\include\software.h,121,100
hzapplications\dvdxt200\equipment\dvdxt200_ipwdacquisitionadder.h,17,100
hzapplications\dnm_common\mwd_dnibaseacqmodule.h,529,0
hzapplications\dvdxt200\equipment\dvdxt200_675lowerelectronicelement.cpp,4,75
_out\include\utilityimpl.h,136,99.26471
hzapplications\dvdxt200\equipment\dvdxt200_dnichannels.h,163,98.15951
hzapplications\dvdxt200\equipment\tele_675hxcatoolelement.cpp,106,5.660378
hzapplications\dvdxt200\acquisition\dvdxt200_ipwddpointcatalog.cpp,5,100
hzapplications\dvdxt200\equipment\dvdxt200_675turbineelement.h,4,0
hzapplications\dvdxt200\equipment\dvdxt200_675hxcaroptoolelement.cpp,86,5.813953
hzapplications\dvdxt200\equipment\dvdxt200_drillingmechanicschannels.h,185,91.89189
_out\include\messagingconstants.h,56,96.42857
_out\include\hzpropertyosddcodes.h,89,100
hzapplications\dvdxt200\equipment\tele_675lowerelectronicelement.h,4,0
hzapplications\dvdxt200\equipment\dvdxt200_675hxcatoolelementbase.cpp,43,2.325581
hzapplications\dvdxtcommon\equipment\dvdxtcommon_dpointcatalogconstants.h,1,100
